Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
January,99701,UK,alaska,8950,fairbanks north star,IPS
January,99712,UK,alaska,1139,fairbanks north star,IPS
January,99705,UK,alaska,800,fairbanks north star,IPS
January,99835,UK,alaska,525,sitka,IPS
February,99840,UK,alaska,275,skagway,IPS
January,99801,UK,alaska,12586,juneau,IPS
March,99824,UK,alaska,800,juneau,IPS
January,99929,UK,alaska,4250,wrangell,IPS
February,98357,UK,washington,1000,clallam,IPS
January,98331,UK,washington,1120,jefferson,IPS
January,95531,UK,california,250,del norte,IPS
January,95501,UK,california,750,humboldt,IPS
February,95503,UK,california,1544,humboldt,IPS
January,97498,UK,oregon,550,lincoln,IPS
February,97406,UK,oregon,250,curry,IPS
February,97366,UK,oregon,2700,lincoln,IPS
January,98631,UK,washington,6140,pacific,IPS
February,98640,UK,washington,1155,pacific,IPS
February,97367,UK,oregon,5,lincoln,IPS
January,97388,UK,oregon,200,lincoln,IPS
February,97146,UK,oregon,250,clatsop,IPS
February,98550,UK,washington,500,grays harbor,IPS
January,98520,UK,washington,8100,grays harbor,IPS
February,97138,UK,oregon,1250,clatsop,IPS
February,95542,UK,california,500,humboldt,IPS
January,95543,UK,california,240,del norte,IPS
January,95456,UK,california,500,mendocino,IPS
January,97534,UK,oregon,200,josephine,IPS
January,97347,UK,oregon,9700,tillamook,IPS
January,95468,UK,california,1000,mendocino,IPS
January,98363,UK,washington,500,clallam,IPS
January,97523,UK,oregon,500,josephine,IPS
January,97471,UK,oregon,500,douglas,IPS
January,97527,UK,oregon,950,josephine,IPS
February,97470,UK,oregon,1250,douglas,IPS
January,97526,UK,oregon,2250,josephine,IPS
February,97330,UK,oregon,300,benton,IPS
January,97016,UK,oregon,216,columbia,IPS
January,97101,UK,oregon,250,yamhill,IPS
January,97128,UK,oregon,500,yamhill,IPS
January,97111,UK,oregon,250,yamhill,IPS
January,97410,UK,oregon,549,douglas,IPS
February,97404,UK,oregon,260,lane,IPS
February,97116,UK,oregon,3010,washington,IPS
February,97405,UK,oregon,250,lane,IPS
February,97446,UK,oregon,250,lane,IPS
February,97377,UK,oregon,251,linn,IPS
January,98584,UK,washington,1125,mason,IPS
February,98382,UK,washington,5560,clallam,IPS
February,97321,UK,oregon,5919,linn,IPS
January,97401,UK,oregon,4050,lane,IPS
February,97304,UK,oregon,8100,yamhill,IPS
January,98250,UK,washington,250,san juan,IPS
February,98592,UK,washington,2700,mason,IPS
January,97408,UK,oregon,1491,lane,IPS
January,97322,UK,oregon,10,linn,IPS
January,97424,UK,oregon,1000,lane,IPS
January,97403,UK,oregon,250,lane,IPS
February,97306,UK,oregon,225,marion,IPS
January,97302,UK,oregon,21348,marion,IPS
March,98243,UK,washington,1000,san juan,IPS
February,97303,UK,oregon,285,marion,IPS
February,97477,UK,oregon,2700,lane,IPS
February,98532,UK,washington,1000,lewis,IPS
February,95446,UK,california,500,sonoma,IPS
February,98512,UK,washington,500,thurston,IPS
February,95425,UK,california,250,sonoma,IPS
February,97301,UK,oregon,500,marion,IPS
January,98632,UK,washington,650,cowlitz,IPS
February,98502,UK,washington,7850,thurston,IPS
February,97132,UK,oregon,917,yamhill,IPS
January,94929,UK,california,24,marin,IPS
February,97305,UK,oregon,325,marion,IPS
February,95441,UK,california,244700,sonoma,IPS
February,98531,UK,washington,870,lewis,IPS
February,96093,UK,california,1059,trinity,IPS
February,98320,UK,washington,200,jefferson,IPS
February,96024,UK,california,1000,trinity,IPS
February,97478,UK,oregon,10,lane,IPS
February,98626,UK,washington,2600,cowlitz,IPS
February,98528,UK,washington,1000,mason,IPS
February,94940,UK,california,250,marin,IPS
February,98501,UK,washington,4795,thurston,IPS
February,97501,UK,oregon,1160,jackson,IPS
February,96032,UK,california,1000,siskiyou,IPS
February,95448,UK,california,6200,sonoma,IPS
February,98506,UK,washington,2450,thurston,IPS
February,97006,UK,oregon,293,washington,IPS
February,97007,UK,oregon,500,washington,IPS
February,97140,UK,oregon,1000,clackamas,IPS
February,97071,UK,oregon,1050,clackamas,IPS
February,97504,UK,oregon,370,jackson,IPS
February,97229,UK,oregon,764,multnomah,IPS
February,97374,UK,oregon,650,linn,IPS
February,97008,UK,oregon,1302,washington,IPS
February,97005,UK,oregon,2500,washington,IPS
January,97032,UK,oregon,700,clackamas,IPS
January,98368,UK,washington,476,jefferson,IPS
February,98625,UK,washington,1053,cowlitz,IPS
January,97362,UK,oregon,1000,clackamas,ISA
January,95451,UK,california,179,lake,ISA
January,97224,Non EEA,oregon,84,washington,OSCT
January,98516,UK,washington,1750,thurston,SIG
February,97223,UK,oregon,250,washington,OSCT
January,97381,UK,oregon,250,marion,Strategy & Reform Directorate
January,97070,UK,oregon,1025,clackamas,SIG
January,97062,UK,oregon,720,clackamas,Strategic Director Border
January,97225,UK,oregon,1720,washington,Strategic Director Border
January,98513,UK,washington,1400,thurston,Strategic Director Border
January,95403,UK,california,3300,sonoma,Crime & Policing Group
February,95401,UK,california,600,sonoma,HROD
March,97524,UK,oregon,325,jackson,Strategy & Reform Directorate
February,97203,UK,oregon,220,multnomah,Strategic Director Border
January,98230,UK,washington,4200,whatcom,Policy & Strategy
January,97221,UK,oregon,2100,washington,Policy & Strategy
January,97035,UK,oregon,23750,multnomah,Strategic Director Border
March,98329,UK,washington,250,kitsap,Strategy & Reform Directorate
February,98312,UK,washington,1000,kitsap,OSCT
January,97210,UK,oregon,10324,multnomah,Strategic Director Border
January,97219,UK,oregon,450,multnomah,HMIC
January,98674,UK,washington,450,cowlitz,Strategic Director Border
February,98642,UK,washington,9000,clark,Strategic Director Border
January,94928,UK,california,250,sonoma,Policy & Strategy
January,98365,UK,washington,3150,jefferson,Strategic Director Border
January,97239,UK,oregon,800,multnomah,Immigration Group
January,94952,UK,california,523,marin,Resource Management Group
January,95404,UK,california,4517,sonoma,Strategy & Reform Directorate
February,98383,UK,washington,200,kitsap,Science & Research Group
January,98660,UK,washington,3000,clark,Strategic Director Border
January,97201,EEA,oregon,74542,multnomah,Immigration Group
January,97217,UK,oregon,330,multnomah,Immigration Group
January,97205,UK,oregon,1350,multnomah,Immigration Group
January,97209,UK,oregon,4050,multnomah,Legal Advisors Branch
February,97034,UK,oregon,12150,multnomah,Immigration Group
January,97204,UK,oregon,3100,multnomah,Immigration Group
January,98239,UK,washington,750,island,HMIC
January,98665,UK,washington,2000,clark,Science & Research Group
January,98367,UK,washington,1000,kitsap,Policy & Strategy
January,94951,UK,california,1250,sonoma,OSCT
January,98277,UK,washington,1535,island,Strategy & Reform Directorate
February,96034,UK,california,250,siskiyou,Immigration Group
January,97211,UK,oregon,550,multnomah,Criminal & Detention Group
February,97214,UK,oregon,1000,multnomah,Immigration Group
January,97232,UK,oregon,534,multnomah,HMIC
February,97068,UK,oregon,4177,clackamas,Criminal & Detention Group
January,97212,UK,oregon,500,multnomah,Strategy & Reform Directorate
January,95409,UK,california,950,sonoma,Strategy & Reform Directorate
January,97202,UK,oregon,550,multnomah,HMIC
February,95422,UK,california,1000,lake,Immigration Group
January,98311,UK,washington,250,kitsap,International Group
February,98686,UK,washington,250,clark,Strategic Director Border
January,98240,UK,washington,925,whatcom,Immigration Group
February,98370,UK,washington,250,kitsap,Criminal & Detention Group
February,98661,UK,washington,13350,clark,Immigration Group
January,98310,UK,washington,2800,kitsap,Strategic Director Border
January,98629,UK,washington,3750,clark,Immigration Group
February,98221,UK,washington,3720,skagit,Strategic Director Border
January,97222,UK,oregon,4100,multnomah,Immigration Group
January,98248,UK,washington,3400,whatcom,Immigration Group
January,97520,UK,oregon,2500,jackson,Science & Research Group
January,97267,UK,oregon,151,clackamas,Strategic Director Border
January,98335,UK,washington,8394,pierce,Immigration Group
March,97215,UK,oregon,1000,multnomah,Strategic Director Border
January,98388,UK,washington,500,pierce,Immigration Group
January,98332,UK,washington,750,pierce,HMIC
February,97218,UK,oregon,1000,multnomah,Strategic Director Border
February,94930,EEA,california,50,marin,SIG
January,94947,UK,california,6245,marin,Criminal & Detention Group
January,97027,UK,oregon,250,clackamas,Immigration Group
January,97045,UK,oregon,2746,clackamas,Strategic Director Border
February,98664,UK,washington,10065,clark,Strategic Director Border
January,94960,UK,california,1339,marin,Strategic Director Border
February,98597,UK,washington,1500,thurston,HROD
February,97038,UK,oregon,500,clackamas,OSCT
March,97266,UK,oregon,4090,multnomah,OSCT
March,94957,UK,california,2500,marin,OSCT
January,97216,UK,oregon,375,multnomah,Immigration Group
January,97220,UK,oregon,500,multnomah,HROD
January,98498,UK,washington,1275,pierce,OSCT
January,98392,UK,washington,1500,kitsap,Criminal & Detention Group
January,98558,UK,washington,35,pierce,Immigration Group
January,95452,UK,california,500,sonoma,Finance & Commercial Group
February,94903,UK,california,500,marin,OSCT
January,94904,UK,california,16550,marin,UKBA
February,94941,UK,california,7651,marin,HROD
January,94949,UK,california,2950,marin,Strategic Director Border
January,97358,EEA,oregon,2225,marion,Immigration Group
January,94939,UK,california,7000,marin,Immigration Group
January,98110,UK,washington,1980,kitsap,OSCT
January,98466,UK,washington,350,pierce,Criminal & Detention Group
March,98342,UK,washington,250,kitsap,OSCT
January,98467,UK,washington,1000,pierce,International Group
February,97015,UK,oregon,264,clackamas,Criminal & Detention Group
January,95442,UK,california,1000,sonoma,Strategic Director Border
January,98604,UK,washington,4910,clark,Immigration Group
March,94901,UK,california,27250,marin,Strategy & Reform Directorate
January,98682,UK,washington,2203,clark,Criminal & Detention Group
January,98683,UK,washington,7445,clark,UKBA
January,98499,UK,washington,7400,pierce,Strategic Director Border
January,94037,UK,california,2700,san mateo,Strategic Director Border
January,97230,UK,oregon,93,multnomah,Immigration Group
January,98407,UK,washington,995,pierce,Immigration Group
January,94965,UK,california,5900,marin,Immigration Group
January,98406,UK,washington,775,pierce,Immigration Group
February,94121,UK,california,3000,san francisco,Immigration Group
January,94116,UK,california,3455,san francisco,Strategic Director Border
January,98225,UK,washington,6000,whatcom,Immigration Group
February,94122,UK,california,800,san francisco,Strategy & Reform Directorate
January,94044,EEA,california,500,san mateo,Crime & Policing Group
February,98282,UK,washington,500,island,Strategic Director Border
January,98606,UK,washington,1720,clark,Strategy & Reform Directorate
January,94132,UK,california,1438,san francisco,Strategic Director Border
January,94920,UK,california,17750,marin,Strategic Director Border
January,95476,UK,california,10350,sonoma,Resource Management Group
January,98405,UK,washington,700,pierce,Immigration Group
February,94129,UK,california,8600,san francisco,OSCT
February,94118,UK,california,26385,san francisco,HMIC
February,94127,UK,california,9916,san francisco,OSCT
January,98403,UK,washington,250,pierce,Finance & Commercial Group
January,98264,UK,washington,2275,whatcom,Science & Research Group
February,97373,UK,oregon,75,marion,Crime & Policing Group
February,94574,UK,california,1500,napa,Strategic Director Border
January,94508,UK,california,250,napa,Strategic Director Border
January,98444,UK,washington,50,pierce,Criminal & Detention Group
February,94019,UK,california,70607,san mateo,Crime & Policing Group
January,94117,UK,california,10800,san francisco,HROD
January,94112,UK,california,1300,san francisco,Strategic Director Border
February,94123,UK,california,23000,san francisco,Strategic Director Border
January,94131,UK,california,3000,san francisco,Policy & Strategy
January,94115,UK,california,236750,san francisco,HROD
January,98226,UK,washington,7939,whatcom,OSCT
January,98229,UK,washington,3200,whatcom,Strategic Director Border
January,94114,UK,california,6304,san francisco,Strategic Director Border
January,97030,UK,oregon,500,multnomah,Strategic Director Border
January,94080,UK,california,700,san mateo,Immigration Group
January,94066,UK,california,42150,san mateo,Criminal & Detention Group
January,94109,UK,california,40597,san francisco,Strategic Director Border
February,94102,UK,california,1000,san francisco,OSCT
January,98404,UK,washington,5400,pierce,Strategic Director Border
January,94110,UK,california,12200,san francisco,UKBA
February,96001,UK,california,5589,shasta,Strategic Director Border
January,94573,UK,california,2274,napa,Strategic Director Border
January,98232,UK,washington,200,skagit,Strategic Director Border
January,94103,UK,california,34900,san francisco,Strategic Director Border
January,94133,UK,california,11850,san francisco,Strategic Director Border
January,94108,UK,california,750,san francisco,Crime & Policing Group
January,98607,UK,washington,2950,clark,Immigration Group
January,94005,UK,california,234,san mateo,Immigration Group
January,94104,UK,california,95100,san francisco,HROD
January,94030,UK,california,1521,san mateo,Strategic Director Border
February,98236,UK,washington,500,island,OSCT
January,94111,UK,california,238450,san francisco,OSCT
January,96064,UK,california,1781,siskiyou,Science & Research Group
January,98422,UK,washington,500,pierce,Strategic Director Border
January,98199,UK,washington,11600,king,Science & Research Group
January,94107,UK,california,2504,san francisco,Criminal & Detention Group
January,94105,UK,california,133992,san francisco,Science & Research Group
February,98116,UK,washington,8945,king,HROD
January,98675,UK,washington,500,clark,Immigration Group
January,97060,UK,oregon,584,multnomah,Strategic Director Border
January,94158,UK,california,500,san francisco,Crime & Policing Group
January,98292,UK,washington,239,snohomish,Immigration Group
February,98136,UK,washington,7500,king,Strategic Director Border
January,98117,UK,washington,23500,king,Science & Research Group
January,98443,UK,washington,580,pierce,Strategic Director Border
January,98126,UK,washington,250,king,Finance & Commercial Group
January,98107,UK,washington,4720,king,Criminal & Detention Group
January,98020,UK,washington,4402,snohomish,International Group
January,98177,UK,washington,3523,king,Immigration Group
January,94130,UK,california,3300,san francisco,Immigration Group
January,98119,UK,washington,3000,king,Science & Research Group
January,94010,UK,california,55000,san mateo,UKBA
January,94599,UK,california,1300,napa,Strategic Director Border
January,98023,UK,washington,1500,king,Policy & Strategy
January,98273,UK,washington,700,skagit,Strategy & Reform Directorate
February,98166,UK,washington,500,king,Strategic Director Border
January,98109,UK,washington,2872,king,Immigration Group
January,98121,UK,washington,9350,king,HROD
January,98133,UK,washington,1650,king,OSCT
March,98103,UK,washington,5900,king,Strategy & Reform Directorate
January,94804,UK,california,15,contra costa,Science & Research Group
January,94806,UK,california,10800,contra costa,Strategic Director Border
January,98026,UK,washington,5200,snohomish,Immigration Group
January,96022,UK,california,220,shasta,Immigration Group
January,98134,UK,washington,694,king,Strategic Director Border
January,98101,UK,washington,26210,king,Immigration Group
January,98233,UK,washington,1000,skagit,HROD
January,96002,UK,california,1927,shasta,Immigration Group
January,98104,UK,washington,25150,king,Immigration Group
January,94402,UK,california,5100,san mateo,Immigration Group
January,94805,UK,california,250,contra costa,Strategic Director Border
January,98102,UK,washington,7000,king,OSCT
February,98247,UK,washington,250,whatcom,Strategic Director Border
January,94401,UK,california,1801,san mateo,Immigration Group
January,98373,UK,washington,1750,pierce,Policy & Strategy
January,98108,UK,washington,66600,king,Strategy & Reform Directorate
January,98198,UK,washington,950,king,Criminal & Detention Group
January,96067,UK,california,250,siskiyou,Criminal & Detention Group
January,98003,UK,washington,1200,king,Immigration Group
January,96049,UK,california,19600,siskiyou,Immigration Group
February,96007,UK,california,5200,shasta,Crime & Policing Group
February,94530,UK,california,650,contra costa,Crime & Policing Group
January,98122,UK,washington,5300,king,Private Office
January,98155,UK,washington,1000,king,Private Office
January,98125,UK,washington,850,king,Strategic Director Border
January,98275,UK,washington,8654,snohomish,HROD
January,98168,UK,washington,2000,king,Strategic Director Border
January,94403,UK,california,1250,san mateo,Strategic Director Border
January,98115,UK,washington,2570,king,Science & Research Group
January,98105,UK,washington,8400,king,Strategy & Reform Directorate
January,98144,UK,washington,5100,king,Strategic Director Border
February,94558,UK,california,9118,napa,Strategic Director Border
January,98112,UK,washington,7950,king,Strategic Director Border
February,94803,UK,california,2300,contra costa,Strategic Director Border
February,94706,UK,california,5601,contra costa,Strategic Director Border
February,98328,UK,washington,1250,pierce,Strategic Director Border
February,94564,UK,california,400,contra costa,Immigration Group
February,98338,UK,washington,200,pierce,Crime & Policing Group
February,94592,UK,california,2700,solano,Crime & Policing Group
January,94002,UK,california,13550,san mateo,HMIC
January,94607,UK,california,250,alameda,Resource Management Group
January,94559,UK,california,50,napa,Crime & Policing Group
February,94702,UK,california,2700,alameda,Strategic Director Border
January,98037,UK,washington,500,snohomish,Policy & Strategy
January,94608,UK,california,3000,alameda,Strategic Director Border
January,98671,UK,washington,1800,skamania,Strategic Director Border
January,94707,UK,california,2220,contra costa,Strategic Director Border
March,94703,UK,california,500,alameda,Strategy & Reform Directorate
March,98118,UK,washington,1000,king,Strategy & Reform Directorate
January,98188,UK,washington,2500,king,Strategy & Reform Directorate
January,94612,Non EEA,california,142288,alameda,OSCT
February,98372,UK,washington,425,pierce,Immigration Group
January,94404,UK,california,27270,san mateo,Policy & Strategy
January,94070,UK,california,1740,san mateo,Immigration Group
February,98001,UK,washington,11800,king,Crime & Policing Group
March,94609,UK,california,1375,alameda,Strategy & Reform Directorate
March,94062,UK,california,94912,san mateo,Strategy & Reform Directorate
January,94572,UK,california,200,contra costa,Policy & Strategy
January,98374,UK,washington,750,pierce,Science & Research Group
January,98032,EEA,washington,1000,king,International Group
January,94704,UK,california,400,alameda,Immigration Group
January,94547,UK,california,50,contra costa,Immigration Group
January,94705,UK,california,2000,alameda,Criminal & Detention Group
February,98204,UK,washington,2600,snohomish,Strategic Director Border
March,98266,UK,washington,1000,whatcom,Strategy & Reform Directorate
February,98028,UK,washington,500,king,HROD
January,98178,UK,washington,200,king,HMIC
January,94065,UK,california,1300,san mateo,Strategic Director Border
January,98274,UK,washington,1082,skagit,Strategic Director Border
January,94618,UK,california,3750,alameda,HROD
January,94606,UK,california,2600,alameda,Immigration Group
January,94610,UK,california,10550,alameda,Immigration Group
January,96080,UK,california,1070,tehama,Strategic Director Border
January,94061,UK,california,6100,san mateo,Strategic Director Border
January,98039,UK,washington,24950,king,Policy & Strategy
March,98040,UK,washington,18137,king,Immigration Group
January,95017,UK,california,1000,santa cruz,Strategic Director Border
February,94611,UK,california,26445,contra costa,OSCT
January,98021,UK,washington,2000,snohomish,Strategic Director Border
March,95963,UK,california,5293,tehama,Strategy & Reform Directorate
January,94601,UK,california,250,alameda,Science & Research Group
February,98271,UK,washington,5200,snohomish,Crime & Policing Group
January,98002,UK,washington,3000,king,Strategic Director Border
January,95606,UK,california,28300,yolo,Policy & Strategy
January,94063,UK,california,13700,san mateo,Finance & Commercial Group
January,96021,UK,california,500,tehama,Immigration Group
January,94028,UK,california,56500,san mateo,Strategic Director Border
January,94602,UK,california,300,alameda,Immigration Group
January,94591,UK,california,950,solano,Immigration Group
February,95988,UK,california,31949,glenn,Strategic Director Border
January,95987,UK,california,8400,colusa,Resource Management Group
February,98012,UK,washington,725,snohomish,Strategy & Reform Directorate
January,98004,UK,washington,39814,king,HMIC
January,98201,UK,washington,1750,snohomish,Strategic Director Border
February,95955,UK,california,2050,colusa,Strategic Director Border
January,94027,UK,california,69585,san mateo,International Directorate
January,98034,UK,washington,2950,king,Private Office
February,98031,UK,washington,550,king,Immigration Group
January,98033,UK,washington,14650,king,Strategic Director Border
January,98030,UK,washington,1140,king,Strategic Director Border
January,94621,UK,california,250,alameda,Finance & Commercial Group
March,98390,UK,washington,1400,pierce,Strategic Director Border
January,94025,UK,california,285627,san mateo,Strategy & Reform Directorate
February,98056,UK,washington,1750,king,Strategic Director Border
January,94563,UK,california,12000,contra costa,Criminal & Detention Group
February,98005,UK,washington,18900,king,Immigration Group
February,94304,UK,california,34561,santa clara,Private Office
January,98284,UK,washington,1000,skagit,OSCT
January,94305,UK,california,13300,santa clara,Criminal & Detention Group
January,98092,UK,washington,4250,pierce,Strategic Director Border
February,94605,UK,california,300,alameda,HROD
February,98391,UK,washington,1500,pierce,Policy & Strategy
January,94577,UK,california,670,alameda,Crime & Policing Group
February,94510,UK,california,250,solano,Immigration Group
January,98006,UK,washington,13850,king,Immigration Group
January,94301,UK,california,315025,santa clara,Strategic Director Border
February,98058,UK,washington,500,king,Strategic Director Border
January,98059,UK,washington,2510,king,Immigration Group
January,98007,UK,washington,2950,king,Immigration Group
February,94306,UK,california,13525,santa clara,Private Office
January,94303,UK,california,14280,san mateo,Immigration Group
February,94556,UK,california,6158,contra costa,Immigration Group
February,94022,UK,california,117835,santa clara,Immigration Group
February,96090,UK,california,462,tehama,Immigration Group
February,98052,UK,washington,51810,king,Strategic Director Border
January,94549,UK,california,32046,contra costa,Immigration Group
January,98008,UK,washington,1500,king,Strategic Director Border
January,94553,UK,california,4600,contra costa,Criminal & Detention Group
February,98042,UK,washington,1015,king,Immigration Group
January,96008,EEA,california,27700,shasta,Strategic Director Border
January,98296,UK,washington,4200,snohomish,Immigration Group
January,94545,UK,california,250,alameda,Science & Research Group
February,98072,UK,washington,965,snohomish,Immigration Group
January,94534,UK,california,2250,solano,Crime & Policing Group
January,96062,UK,california,250,shasta,HMIC
January,96055,UK,california,500,tehama,Immigration Group
April,94541,UK,california,2000,alameda,Science & Research Group
January,94040,UK,california,4200,santa clara,HROD
January,94024,UK,california,44655,santa clara,Strategic Director Border
January,94546,UK,california,6870,alameda,Group HR
February,94041,UK,california,3500,santa clara,Strategy & Reform Directorate
January,94523,UK,california,2800,contra costa,Strategic Director Border
February,94595,UK,california,2250,contra costa,Immigration Group
January,94544,EEA,california,2250,alameda,Strategic Director Border
January,94596,UK,california,11750,contra costa,HROD
January,94585,UK,california,100,solano,Resource Management Group
February,98223,UK,washington,4000,snohomish,HROD
January,98321,UK,washington,1150,pierce,OSCT
January,94555,UK,california,300,alameda,OSCT
January,95014,Non EEA,california,312000,santa clara,Policy & Strategy
January,95060,Non EEA,california,880,santa cruz,Policy & Strategy
February,95932,UK,california,12325,colusa,UKBA
January,98074,UK,washington,2100,king,Finance & Commercial Group
January,98077,UK,washington,2000,snohomish,Science & Research Group
January,94520,UK,california,5250,contra costa,Strategic Director Border
January,98290,UK,washington,419,snohomish,Strategic Director Border
January,96092,UK,california,5900,tehama,Finance & Commercial Group
January,94533,UK,california,30340,solano,Strategy & Reform Directorate
January,94087,UK,california,4050,santa clara,Strategic Director Border
February,98075,UK,washington,7900,king,Strategy & Reform Directorate
January,94560,UK,california,500,alameda,Policy & Strategy
February,98053,UK,washington,2701,king,Strategic Director Border
January,95943,UK,california,4450,glenn,Legal Advisors Branch
January,98027,UK,washington,2667,king,Strategic Director Border
February,95912,UK,california,1000,yolo,Criminal & Detention Group
January,94598,UK,california,1000,contra costa,Strategic Director Border
February,94518,UK,california,25,contra costa,Immigration Group
January,94552,UK,california,1300,alameda,Strategic Director Border
January,94507,UK,california,164575,contra costa,Policy & Strategy
February,94086,UK,california,5000,santa clara,Immigration Group
January,95070,UK,california,16600,santa clara,Strategic Director Border
January,98029,UK,washington,7950,king,Legal Advisors Branch
January,94085,UK,california,6750,santa clara,Finance & Commercial Group
February,95951,UK,california,5400,glenn,Crime & Policing Group
January,95066,UK,california,5250,santa cruz,HMIC
January,98010,UK,washington,250,king,Strategy & Reform Directorate
January,94519,UK,california,299,contra costa,Policy & Strategy
January,94089,UK,california,13741,santa clara,Legal Advisors Branch
January,95129,UK,california,250,santa clara,Strategic Director Border
February,95627,UK,california,500,yolo,International Group
January,94536,UK,california,2450,alameda,Immigration Group
January,95688,UK,california,1250,solano,Immigration Group
February,95062,Non EEA,california,250,santa cruz,Strategic Director Border
February,95033,UK,california,25,santa clara,Strategic Director Border
January,94526,UK,california,10325,contra costa,Resource Management Group
February,95065,EEA,california,1000,santa cruz,Crime & Policing Group
January,95030,UK,california,10515,santa clara,Science & Research Group
January,95130,UK,california,1500,santa clara,Finance & Commercial Group
January,94521,UK,california,500,contra costa,Strategic Director Border
February,94538,UK,california,5150,alameda,Private Office
January,94528,UK,california,3450,contra costa,Strategic Director Border
January,98019,UK,washington,2050,king,Strategic Director Border
February,95117,UK,california,500,santa clara,International Group
January,95054,UK,california,1250,santa clara,Strategic Director Border
January,94597,UK,california,5945,contra costa,Strategic Director Border
February,95008,UK,california,1300,santa clara,International Group
March,95032,UK,california,9342,santa clara,HROD
February,95687,UK,california,1000,solano,Criminal & Detention Group
January,95010,UK,california,1000,santa cruz,Criminal & Detention Group
March,95920,UK,california,1000,glenn,HROD
January,94583,UK,california,16007,contra costa,Science & Research Group
January,95050,UK,california,1300,santa clara,Strategic Director Border
January,95073,UK,california,500,santa cruz,Immigration Group
January,93953,UK,california,17721,monterey,Strategic Director Border
January,95937,UK,california,1750,yolo,Criminal & Detention Group
January,95134,UK,california,1000,santa clara,Strategic Director Border
January,98272,UK,washington,500,snohomish,Strategic Director Border
January,95128,UK,california,1500,santa clara,Strategic Director Border
January,98050,UK,washington,500,king,Strategic Director Border
February,94582,UK,california,1000,contra costa,Strategic Director Border
February,94539,UK,california,27086,alameda,Criminal & Detention Group
January,94568,UK,california,3515,alameda,HROD
January,95124,UK,california,750,santa clara,International Group
January,94551,UK,california,2265,alameda,Strategic Director Border
January,93921,UK,california,12070,monterey,HMIC
